record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 5464,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5480,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5487,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5525,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5528,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5577,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5588,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5637,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5641,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5661,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5741,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5768,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5774,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5812,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5814,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5820,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5824,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5841,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5868,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5885,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5919,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5964,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5980,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 5997,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6056,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6085,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6124,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6161,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6173,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6179,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6182,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6373,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6374,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6389,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6396,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6417,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6472,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6593,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6632,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6710,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6741,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6821,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6834,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6860,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6900,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6920,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6942,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6966,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6983,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6994,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 6999,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7044,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7066,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7093,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7110,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7139,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7213,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7241,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7245,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7300,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7307,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7318,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7320,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7358,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7381,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7439,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7479,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7504,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7538,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7569,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7573,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7575,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7652,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7677,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7912,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7919,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7933,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7944,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7986,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 7998,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8008,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8014,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8031,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8096,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8136,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8213,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8249,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8259,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8294,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8376,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8414,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8496,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8509,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8534,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8547,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8562,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8603,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8617,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8625,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8646,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8681,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8723,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8765,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8794,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 8966,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9014,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9018,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9029,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9064,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9155,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9226,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9252,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9315,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9323,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9325,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9334,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9370,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9381,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9383,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9385,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9401,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9491,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9507,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9576,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9599,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9672,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9679,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9832,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9849,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9877,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9924,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 9993,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10010,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10015,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10028,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10054,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10093,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10152,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10161,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10195,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10199,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10241,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10289,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10428,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10467,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10526,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10645,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10648,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10743,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10750,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10805,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10887,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10900,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10938,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 10967,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11000,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11002,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11017,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11151,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11201,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11279,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11343,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11413,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11415,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11422,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11456,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11513,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11526,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11538,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11548,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11550,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11591,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11602,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11612,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11649,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11698,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11757,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11790,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11800,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11900,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11952,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11978,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11984,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12005,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12010,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12021,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12024,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12037,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12155,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12192,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12207,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12216,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12219,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12234,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12251,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12324,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12343,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12358,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12387,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12406,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12418,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12443,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12455,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12473,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12479,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 12569,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
